id_municipio,risco_previsto,risco_real,n_alunos,diferenca
2919900,0.9441458425561008,0.875,40,0.06914584255610079
1718501,0.9415573231512365,0.5,48,0.4415573231512365
2205581,0.9350881000851614,0.5454545454545454,55,0.389633554630616
1717800,0.9321099907476172,0.5476190476190477,42,0.3844909431285696
1718006,0.9321099907476171,0.6170212765957447,47,0.31508871415187245
1716307,0.9321099907476171,0.6206896551724138,58,0.3114203355752033
1715705,0.9321099907476171,0.691358024691358,81,0.24075196605625915
2406908,0.9319054945149068,0.5714285714285714,21,0.3604769230863354
3167509,0.9282170111667196,0.5,24,0.4282170111667196
2907400,0.9210423278138827,0.7428571428571429,35,0.17818518495673985
2804300,0.9210423278138827,0.7714285714285715,35,0.14961375638531127
2505808,0.9200520461668713,0.4,35,0.5200520461668713
2805901,0.9200520461668712,0.6847826086956522,92,0.23526943747121898
2505238,0.9141497041962677,0.7692307692307693,65,0.14491893496549846
2515005,0.9141497041962677,0.0,23,0.9141497041962677
1703073,0.9130517583386868,0.8194444444444444,72,0.09360731389424237
2408706,0.8887611551267013,0.8571428571428571,14,0.03161829798384419
2410108,0.8887611551267013,0.7538461538461538,65,0.13491500128054745
2513158,0.8854719971247751,0.5185185185185185,54,0.3669534786062566
2205599,0.8854719971247751,0.37037037037037035,27,0.5151016267544047
2514602,0.885471997124775,0.7096774193548387,31,0.17579457776993623
2506608,0.885471997124775,0.41379310344827586,29,0.4716788936764991
2202307,0.885471997124775,0.6681614349775785,223,0.21731056214719646
2907202,0.885471997124775,0.7906976744186046,430,0.09477432270617037
2101939,0.885471997124775,0.12121212121212122,33,0.7642598759126538
2111250,0.885471997124775,0.4383561643835616,73,0.44711583274121336
2408953,0.8833332828867957,0.6931818181818182,88,0.19015146470497746
2401602,0.8833332828867956,0.7090909090909091,55,0.17424237379588647
2929800,0.8825832649782743,0.7926829268292683,82,0.089900338149006
2911006,0.8825832649782742,0.5897435897435898,78,0.29283967523468446
2208601,0.8825832649782742,0.52,50,0.3625832649782742
2805109,0.8825832649782742,0.8870967741935484,62,-0.0045135092152741585
2515807,0.8825832649782742,0.14285714285714285,14,0.7397261221211313
2916302,0.8825832649782742,0.765625,64,0.11695826497827422
2203271,0.8822467058877201,0.5205479452054794,73,0.3616987606822407
5214804,0.8808034239297399,0.15789473684210525,19,0.7229086870876347
1707702,0.8805084247603061,0.8727272727272727,55,0.007781152033033423
1709005,0.8805084247603061,0.6141732283464567,127,0.2663351964138494
3125309,0.880125877858463,0.3076923076923077,13,0.5724335701661553
2929701,0.8781148218881035,0.6931818181818182,88,0.1849330037062853
1703867,0.8759721171949894,0.47368421052631576,57,0.4022879066686736
1700400,0.8759721171949894,0.5238095238095238,126,0.3521625933854655
